Address,x_coord,y_coord,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
725 S WELLS ST ,1174910.65621,1896952.99192,3031,purple_binder_early_childhood.csv, Ada S. McKinley Community Services,725 S Wells Street ,60607,3852000,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
1900 W POLK ST ,1163992.04311,1896584.93851,3321,purple_binder_early_childhood.csv, Hektoen Institute,1900 W Polk Street ,60612,8646560,,,,,,,,,,,,,,,,,,,,,,,,,,Early Head Start
2719 S MILLARD AVE ,1152551.00058,1885590.42711,1661,chapin_dfss_providers_2011_070212.csv,EL VALOR FCCH-PATRICIA COBA,2719 S MILLARD ,60623,5222345,,,,,,,EL VALOR,SOUTH LAWNDALE,,,,,Nina Duena,No,No,No,"5991IT(Child Care Home IT), 5991PS(Child Care Home PS), 5991",,,,,,,,,
2050 E 93RD ST ,1191690.01432,1843787.24501,3131,purple_binder_early_childhood.csv, Dorsey Developmental Institute School,2050 E 93rd Street ,60617,3754300,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
1241 W 19TH ST ,1168177.94251,1890732.93945,1563,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PEREZ, MANUEL",1241 W 19TH STREET ,60608,5347650,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Mrs. Sylvia  Stamatoglou,Yes,No,No,,,,,,,,,,
922 N RIDGEWAY AVE ,1151139.21697,1906014.89933,1846,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-NELLIE AGRON,922 N RIDGEWAY ,60651,7828281,,,,,,,NORTH AVENUE DAY NURSERY,HUMBOLDT PARK,,,,,,No,No,No,"5918IT(Child Care Home IT), 5918PS(Child Care Home PS), 5918",,,,,,,,,
7536 S STEWART AVE ,1174857.46814,1854813.36538,3198,purple_binder_early_childhood.csv, Kinder Care Kiddy College,7536 S Stewart ,60620,2243569,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
2647 E 88TH ST ,1195579.12659,1847051.17402,3033,purple_binder_early_childhood.csv, Ada S. McKinley Community Services,2647 E 88th Street ,60617,3751999,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
610 S CANAL ST ,1173073.98959,1897434.2234,3057,purple_binder_early_childhood.csv, C.C.C. Learning Center,610 S Canal Street ,60606,3538687,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
6940 S MERRILL AVE ,1191648.33722,1859221.60612,1558,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS O'KEEFFE, ISABELL C.",6940 S MERRILL ,60649,5350600,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH SHORE,,,,,Mrs. Carolyn D.  Townes,Yes,No,No,,,,,,,,,,
1624 W 19TH ST ,1165691.87872,1890903.10303,1489,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS COOPER DUAL LANGUAGE ACADEMY, PETER",1624 W 19TH STREET ,60608,5347205,,,,,,,CHICAGO PUBLIC SCHOOLS,LOWER WEST SIDE,,,,,Ms. Martha  Monrroy,Yes,No,No,,,,,,,,,,
3826 W 85TH ST ,1152251.52044,1848025.14933,1431,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-RHONDA CULVERSON,3826 W 85TH STREET ,60629,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ASHBURN,,,,,Jolene Martin,No,No,No,"5928PS(HS Collaboration with Childcare Homes), 5926IP(EHS Co",,,,,,,,,
7600 S PARNELL AVE ,1173755.0978,1854443.27914,1895,chapin_dfss_providers_2011_070212.csv,YMCA OF METROPOLITAN CHICAGO JEANNE KENNEY DAY CARE CENTER,7600 S PARNELL ,60620,8861216,,,,,,,YMCA OF METROPOLITAN CHICAGO,WASHINGTON HEIGHTS,,,,,Arlene Lewis,Yes,Yes,No,"4393IT(Child Care IT Center), 4393PS(Child Care PS Center),",,,,,,,,,
512 S LAVERGNE AVE ,1143119.78638,1897122.69871,1541,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MAY COMMUNITY ACADEMY, HORATIO",512 S LAVERGNE ,60644,5346140,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Roger  Lewis,Yes,No,No,,,,,,,,,,
2158 W OHIO ST ,1161673.15166,1904081.44871,3240,purple_binder_early_childhood.csv, Onward Neighborhood House - After School,2158 W Ohio Street ,60612,2437920,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
2311 N KEATING AVE ,1144426.96491,1915019.7697,1692,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA GUERRERO SITE,2311 N KEATING ,60639,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Cythnia Suarez,No,No,No,,,,,,,,,,
7956 S WESTERN AVE ,1161662.59046,1851599.59378,1390,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES CHILDREN'S CENTER (WESTERN),7956 S WESTERN ,60620,4768805,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,ASHBURN,,,,,Corlis Wright,Yes,No,No,,,,,,,,,,
4525 N KENMORE AVE ,1168528.73303,1930340.07834,1582,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS STEWART, GRAEME",4525 N KENMORE ,60640,5342640,,,,,,,CHICAGO PUBLIC SCHOOLS,UPTOWN,,,,,Ms. Patricia A.  Turner,Yes,No,No,,,,,,,,,,
3356 S ASHLAND AVE ,1166128.91655,1882301.86229,1449,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION CHILDREN'S WORLD,3356 S ASHLAND ,60609,5230100,,,,,,,CHICAGO COMMONS ASSOCIATION,MCKINLEY PARK,,,,,,Yes,No,No,,,,,,,,,,
214 N LAVERGNE AVE ,1142872.41985,1901174.4518,1580,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS SPENCER MATH AND SCIENCE ACADEMY,214 N LAVERGNE ,60644,5346150,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Mr. Shawn L.  Jackson,Yes,No,No,,,,,,,,,,
2117 N KEDVALE AVE ,1148439.70938,1913847.30365,1834,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-AIDA CARDONA,2117 N KEDVALE ,60639,,,,,,,,NORTH AVENUE DAY NURSERY,HERMOSA,,,,,,No,Yes,Yes,"5829IP(EHS Collaboration Enhanced Home IP), 5830IT(Child Car",,,,,,,,,
1114 N LARAMIE AVE ,1141408.91557,1907010.70797,1728,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-ROSIE CRAWFORD,1114 N LARAMIE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5715IP(EHS Collaboration Enhanced Home IP), 5715IT(EHS Enhan",,,,,,,,,
7736 S BURNHAM AVE ,1195773.48879,1854322.96415,1476,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS BRADWELL, MYRA",7736 S BURNHAM ,60649,5356600,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH SHORE,,,,,Mr. Justin Moore,Yes,No,No,,,,,,,,,,
8407 S KERFOOT AVE ,1173593.88898,1849118.65242,1551,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS MORGAN, GARRETT A.",8407 S KERFOOT ,60620,5353366,,,,,,,CHICAGO PUBLIC SCHOOLS,AUBURN GRESHAM,,,,,Mrs. Linda E.  Walker,Yes,No,No,,,,,,,,,,
2345 S MILLARD AVE ,1152508.99882,1887920.19254,1481,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS CARDENAS, LAZARO",2345 S MILLARD ,60623,5341465,,,,,,,CHICAGO PUBLIC SCHOOLS,SOUTH LAWNDALE,,,,,Dr. Jeremy Feiwell,Yes,No,No,,,,,,,,,,
1049 E 73RD ST ,1184714.00081,1856735.97958,3053,purple_binder_early_childhood.csv, Bray Temple Day Care,1049 E 73rd Street ,60619,4937092,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
4924 S KEELER AVE ,1149123.11388,1871516.48884,1654,chapin_dfss_providers_2011_070212.csv,EL HOGAR DEL NINO FCCH-ROSA LOPEZ,4924 S KEELER ,60632,5818869,,,,,,,EL HOGAR DEL NINO,ARCHER HEIGHTS,,,,,,Yes,Yes,No,"5878PS(HS Collaboration with Childcare Homes), 5659IP(EHS Co",,,,,,,,,
834 E 50TH ST ,1182704.0857,1872158.49347,1567,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS REAVIS, WILLIAM CLAUDE",834 E 50TH STREET ,60615,5351060,,,,,,,CHICAGO PUBLIC SCHOOLS,KENWOOD,,,,,Mr. Michael T. Johnson,Yes,No,No,,,,,,,,,,
300 W HILL ST ,1174037.42793,1908130.50427,3201,purple_binder_early_childhood.csv, Lake Shore Preparatory School,300 W Hill Street ,60610,2662020,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
5954 S ALBANY AVE ,1156639.06795,1864759.14316,1907,DFSS_AgencySiteLies_2012.csv,"Ada S. McKinley
Community Services Albany Location",5954 S Albany ,60629,7377810,,,,,,,"Ada S. McKinley
Community Services",,,,,,,,,,,www.adasmckinley.org,"George Jones, Jr.",Mildred Burnside,,,,,,
624 E 47TH ST ,1181341.05384,1874061.68328,3327,purple_binder_early_childhood.csv, Precious Infants & Tots Learning Center,624 E 47th Street ,60653,2682685,,,,,,,,,,,,,,,,,,,,,,,,,,Early Head Start
2443 W FOSTER AVE ,1158955.25924,1934388.14933,1845,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-MARIA BERRERA,2443 W FOSTER ,60625,6000846,,,,,,,NORTH AVENUE DAY NURSERY,LINCOLN SQUARE,,,,,Sonja Anthony,No,Yes,No,"6126IP(EHS Collaboration Enhanced Home IP), 6135IT(Child Car",,,,,,,,,
932 N CENTRAL AVE ,1138736.12952,1905835.05057,1478,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS BRUNSON MATH & SCIENCE, MILTON",932 N CENTRAL ,60651,5349674,,,,,,,CHICAGO PUBLIC SCHOOLS,AUSTIN,,,,,Carol Wilson,Yes,No,No,,,,,,,,,,
226 E 43RD ST ,1178665.67032,1876644.43945,3079,purple_binder_early_childhood.csv, Centers for New Horizons - Head Start,226 E 43rd Street ,60653,6240061,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
2256 W FOSTER AVE ,1160113.95383,1934566.93019,1839,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-DORA LOPEZ,2256 W FOSTER ,60625,7845132,,,,,,,NORTH AVENUE DAY NURSERY,LINCOLN SQUARE,,,,,Sonja Anthony,No,Yes,No,"6127IP(EHS Collaboration Enhanced Home IP), 6136IT(Child Car",,,,,,,,,
8225 S KEDZIE AVE ,1156558.34311,1849769.43851,2124,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Chipper Preschool,8225 S Kedzie ,60652,7785757,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Ms.Amaryllis Nelson,,,,,,
6014 S RACINE AVE ,1169247.41654,1864805.73266,1776,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION BOTTLES TO BOOKS LEARNING CENTER,6014 S RACINE ,60621,4345772,,,,,,,HULL HOUSE ASSOCIATION,WEST ENGLEWOOD,,,,,Tamika Daniels,Yes,No,No,,,,,,,,,,
6550 S SEELEY AVE ,1163609.06624,1861108.25118,1559,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS O'TOOLE, LUKE",6550 S SEELEY ,60636,5359040,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST ENGLEWOOD,,,,,Mr. Erick D.  Pruitt,Yes,No,No,,,,,,,,,,
3509 W PIERCE AVE ,1152627.97624,1909997.45797,1685,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-CARMEN MARTELL SITE,3509 W PIERCE ,60651,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Saurez,No,No,No,"5692IT(Child Care Home IT), 5692PS(Child Care Home PS), 5692",,,,,,,,,
3528 W PIERCE AVE ,1152406.55255,1910150.80674,1684,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-CARMEN L. VEGA SITE,3528 W PIERCE ,60618,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Suarez,No,No,No,"5702IT(Child Care Home IT), 5702PS(Child Care Home PS), 5702",,,,,,,,,
328 W 69TH ST ,1175097.33128,1859305.35921,3308,purple_binder_early_childhood.csv, Parker,328 W 69th Street ,60621,5353853,,,,,,,,,,,,,,,,,,,,,,,,,,Child Parent Center
12607 S UNION AVE ,1174130.55914,1821212.85458,1477,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS BROWN, RONALD",12607 S UNION ,60628,5355385,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST PULLMAN,,,,,Ms. Gale Baker,Yes,No,No,,,,,,,,,,
2020 W JACKSON BLVD ,1162852.69056,1898744.79748,1837,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-CAROLYN PRICE,2020 W JACKSON ,60612,,,,,,,,NORTH AVENUE DAY NURSERY,NEAR WEST SIDE,,,,,,No,No,No,"5833IP(EHS Collaboration Enhanced Home IP), 5834IT(Child Car",,,,,,,,,
5255 W JACKSON BLVD ,1141195.58622,1898080.39624,1784,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-SHANETTA HOWARD,5255 W JACKSON ,60644,3785120,,,,,,,HULL HOUSE ASSOCIATION,AUSTIN,,,,,,No,No,No,"5912IP(EHS Collaboration Enhanced Home IP), 5913IT(Child Car",,,,,,,,,
5418 W JACKSON BLVD ,1140299.23119,1898227.83452,1727,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-MARY MURPHY,5418 W JACKSON ,60644,2876994,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5717IP(EHS Collaboration Enhanced Home IP), 5717IT(EHS Enhan",,,,,,,,,
3443 W 71ST ST ,1154473.53161,1857237.69563,1424,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-MARIA FLORES,3443 W 71ST ,60629,5211600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,CHICAGO LAWN,,,,,Jolene Martin,Yes,Yes,No,"5605PS(HS Collaboration with Childcare Homes), 5605IP(EHS Co",,,,,,,,,
2450 W RICE ST ,1159795.00418,1905767.36847,1486,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS CHOPIN, FREDERIC",2450 W RICE ,60622,5344080,,,,,,,CHICAGO PUBLIC SCHOOLS,WEST TOWN,,,,,Ms. Antuanette  Mester,Yes,No,No,,,,,,,,,,
3737 W 51ST ST ,1152159.86165,1870469.25118,1712,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-EDITH ORTEGA SITE,3737 W 51ST ,60632,2511196,,,,,,,GADS HILL CENTER,WEST ELSDON,,,,,Celina Orozco,No,Yes,No,"5705IP(EHS Collaboration Enhanced Home IP), 5711IT(Child Car",,,,,,,,,
3421 W 12TH PL ,1153649.84311,1894002.03851,1789,chapin_dfss_providers_2011_070212.csv,HULL HOUSE ASSOCIATION FCCH-TAKELYA ELLINGTON,3421 W 12TH ,60623,5424196,,,,,,,HULL HOUSE ASSOCIATION,NORTH LAWNDALE,,,,,,No,Yes,No,"5882IP(EHS Collaboration Enhanced Home IP), 5883IT(Child Car",,,,,,,,,
55 W CERMAK RD ,1176197.52642,1889431.816,1553,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS N.T.A. (NATIONAL TEACHERS ACADEMY),55 W CERMAK ,60616,5349970,,,,,,,CHICAGO PUBLIC SCHOOLS,NEAR SOUTH SIDE,,,,,Ms. Amy G.  Rome,Yes,No,No,,,,,,,,,,
5921 W RICE ST ,1136745.3023,1904986.34069,1434,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-SUSIE CANNON,5921 W RICE ,60651,3784342,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUSTIN,,,,,Jolene Martin,Yes,Yes,No,"5904PS(HS Collaboration with Childcare Homes), 5904IP(EHS Co",,,,,,,,,
8055 S WOOD ST ,1165826.6159,1851045.99038,1416,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-DARLENE MCGHEE,8055 S WOOD ,60620,9945193,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,AUBURN GRESHAM,,,,,Jolene Martin,No,No,No,"6000PS(HS Collaboration with Childcare Homes), 6000IP(EHS Co",,,,,,,,,
56 E 48TH ST ,1177630.25606,1873288.1231,3244,purple_binder_early_childhood.csv, Progressive Community Center,56 E 48th Street ,60615,9246564,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
4748 S TRIPP AVE ,1148755.0111,1872605.20797,1433,chapin_dfss_providers_2011_070212.csv,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-SONIA ARBOLEDA,4748 S TRIPP ,60632,2511600,,,,,,,CAROLE ROBERTSON CENTER FOR LEARNING,ARCHER HEIGHTS,,,,,Jolene Martin,Yes,No,No,"5601PS(HS Collaboration with Childcare Homes), 5601IP(EHS Co",,,,,,,,,
1701 N MAJOR AVE ,1138204.82391,1910780.33143,1843,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-JOHNNIE VAUGHN,1701 N MAJOR ,60639,8040261,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,"5916IP(EHS Collaboration Enhanced Home IP), 5916IT(EHS Enhan",,,,,,,,,
2318 S HOYNE AVE ,1162664.71266,1888515.46106,1714,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MAGDALENA ORTEGA SITE,2318 S HOYNE ,60608,2511196,,,,,,,GADS HILL CENTER,LOWER WEST SIDE,,,,,Celina Orozco,No,Yes,No,"5706IP(EHS Collaboration Enhanced Home IP), 5706IT(EHS Enhan",,,,,,,,,
7350 S EVANS AVE ,1182390.19797,1856235.16785,1585,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS TANNER, HENRY O.",7350 S EVANS ,60619,5353870,,,,,,,CHICAGO PUBLIC SCHOOLS,GREATER GRAND CROSSING,,,,,Mrs. Mona T. Miller,Yes,No,No,,,,,,,,,,
4436 S UNION AVE ,1172129.64591,1875349.80365,1514,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS GRAHAM, ALEXANDER",4436 S UNION ,60609,5351308,,,,,,,CHICAGO PUBLIC SCHOOLS,NEW CITY,,,,,Mr. John  Nichols,Yes,No,No,,,,,,,,,,
1616 S AVERS AVE ,1150772.54309,1891582.51044,1562,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS PENN, WILLIAM",1616 S AVERS ,60623,5341665,,,,,,,CHICAGO PUBLIC SCHOOLS,NORTH LAWNDALE,,,,,Mrs. Sherryl  Moore-Ollie,Yes,No,No,,,,,,,,,,
3625 S HOYNE AVE ,1163081.83162,1880476.17711,1586,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS THOMAS CENTER, VELMA",3625 S HOYNE ,60609,5354088,,,,,,,CHICAGO PUBLIC SCHOOLS,MCKINLEY PARK,,,,,Elizabeth Najera,Yes,No,No,,,,,,,,,,
1326 S AVERS AVE ,1150759.24585,1893499.88081,1520,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS HENSON, MATTHEW A.",1326 S AVERS ,60623,5341804,,,,,,,CHICAGO PUBLIC SCHOOLS,NORTH LAWNDALE,,,,,Mr. Robert J.  Pales,Yes,No,No,,,,,,,,,,
7350 W PRATT AVE ,1126265.56071,1944709.20797,2483,ECE Chicago Find a School scrape.csv, Ebinger,7350 W Pratt ,60631,5341070,,,,,,Edison Park,,,,,,,,,,,,,PFA-REG,,,,,,,
1914 N SAYRE AVE ,1129175.26134,1912032.11229,1683,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-ANALIDA SANCHEZ SITE,1914 N SAYRE ,60707,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,AUSTIN,,,,,Cynthia Suarez,No,No,No,"5697IP(EHS Collaboration Enhanced Home IP), 5700IT(Child Car",,,,,,,,,
1707 W MORSE AVE ,1163792.44311,1945960.83851,1555,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS NEW FIELD PRIMARY SCHOOL,1707 W MORSE ,60626,5342760,,,,,,,CHICAGO PUBLIC SCHOOLS,ROGERS PARK,,,,,Ms. Blanca A.  Trevino,Yes,No,No,,,,,,,,,,
208 N MENARD AVE ,1137560.82498,1901009.01661,1852,chapin_dfss_providers_2011_070212.csv,NORTH AVENUE DAY NURSERY FCCH-VIOLET JACKSON,208 N MENARD ,60644,8246764,,,,,,,NORTH AVENUE DAY NURSERY,AUSTIN,,,,,,No,No,No,,,,,,,,,,
935 N MENARD AVE ,1137599.84311,1905802.03851,1814,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FCCH-NORMA JACKSON,935 N MENARD ,60651,,,,,,,,MARCY NEWBERRY ASSOCIATION,AUSTIN,,,,,Celia Wills,No,Yes,No,"6104IP(EHS Collaboration Enhanced Home IP), 6105IT(Child Car",,,,,,,,,
431 N TROY ST ,1155394.05979,1902882.69254,1552,chapin_dfss_providers_2011_070212.csv,CHICAGO PUBLIC SCHOOLS MORTON CAREER ACADEMY,431 N TROY ,60612,5346791,,,,,,,CHICAGO PUBLIC SCHOOLS,HUMBOLDT PARK,,,,,Ms. Phyllis L.   McCune,Yes,No,No,,,,,,,,,,
3212 N BROADWAY  ,1171595.34311,1921655.23851,3180,purple_binder_early_childhood.csv, Hull House Association Child Development,3212 N Broadway Street ,60657,5345814,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
6450 S LOWE AVE ,1172989.91662,1861913.81291,1531,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS KERSHAW, JOSHUA D.",6450 S LOWE ,60621,5353050,,,,,,,CHICAGO PUBLIC SCHOOLS,ENGLEWOOD,,,,,Mrs. Patricia A.  Johnson,Yes,No,No,,,,,,,,,,
6921 N RIDGE BLVD ,1161625.38382,1945900.25118,1462,chapin_dfss_providers_2011_070212.csv,CHICAGO COMMONS ASSOCIATION PANDA MONTESSORI,6921 N RIDGE ,60645,3386755,,,,,,,CHICAGO COMMONS ASSOCIATION,ROGERS PARK,,,,,Angela Perry,Yes,No,No,,,,,,,,,,
201 N CLARK ST ,1175664.40342,1901862.86229,3276,purple_binder_early_childhood.csv, The Honey Tree Child Care,201 N Clark Street Floor 2 ,60606,5539100,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
10 W 35TH ST ,1176685.66339,1881945.89933,1801,chapin_dfss_providers_2011_070212.csv,LUTHERAN SOCIAL SERVICES OF ILLINOIS ARRA HOME BASED INITIATIVE - ROSELAND CHRISTIAN MINISTRIES,10 W 35TH ST 15TH FLOOR ,60616,9494789,,,,,,,LUTHERAN SOCIAL SERVICES OF ILLINOIS,DOUGLAS,,,,,Sophia Coleman,Yes,No,No,,,,,,,,,,
2252 N CENTRAL PARK AVE ,1151923.07788,1914944.20797,486,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Delondia Robinson,2252 S Central Park Ave ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2325 N CALIFORNIA AVE ,1157386.05639,1915392.36538,634,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4300 S CALIFORNIA AVE ,1158311.04623,1875953.76661,1203,CPS_Early_Childhood_Portal_scrape.csv, Korean American Community Services - Korean American Community Services,4300 N California Ave ,,5838281,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
9501 S DR MARTIN LUTHER KING JR DR ,1181604.27472,1840938.87155,474,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University,9501 S. DR MARTIN LUTHER KING JR Drive ,,9952556,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
8128 S DR MARTIN LUTHER KING JR DR ,1180212.46949,1851067.33143,453,CPS_Early_Childhood_Portal_scrape.csv, Tiny Tot Villa,8128 S. DR MARTIN LUTHER KING JR Drive ,,4836251,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
2620 N LAWNDALE AVE ,1151195.8292,1917276.70797,2031,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Little Village,2620 S Lawndale Ave ,60623,5341880,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Elsa Carmona,,,,,,
1834 S LAWNDALE AVE ,1151918.44311,1890742.83851,1249,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4300 W IRVING PARK RD ,1146739.41425,1926415.25736,3217,purple_binder_early_childhood.csv, Lydia Home Association - Lydia Learn and Care,4300 W Irving Park Road ,60641,7361447,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
5140 S CALIFORNIA AVE ,1158510.55157,1870264.8376,3274,purple_binder_early_childhood.csv, Swedish Covenant Hospital Child Care,5140 N California Avenue ,60625,9071008,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
1132 N SPAULDING AVE ,1153998.49893,1907517.08143,3172,purple_binder_early_childhood.csv, Hull House Association - Humboldt Park,1132 S Spaulding Avenue ,60624,2767968,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
1345 S KARLOV AVE ,1149337.23961,1893237.52279,29,CPS_Early_Childhood_Portal_scrape.csv, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1814 N PAULINA ST ,1164654.47813,1912216.30365,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
